ID,Genero,AÃ±os,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
18,M,50.0,Casado,Ingeniero,Institucion publica,Sony,5.0,3.0,Si,50.0,7.0,1.0,0.0,15.0
158,F,35.0,Soltero,,Sector privado,Iphone  6,5.0,0.0,No,7.0,0.0,1.0,31.0,15.0
222,M,30.0,Casado,Matematico,Institucion publica,Iphone 7,,0.0,No,50.0,50.0,15.0,1.0,0.0
51,M,35.0,Soltero,Ingenieria en computacion,Sector privado,Iphone ,5.0,4.0,Si,50.0,31.0,,0.0,4.0
156,M,24.0,Soltero,,Sector privado,Smartphone,5.0,0.0,Si,7.0,0.0,1.0,0.0,31.0
135,M,40.0,Casado,Desempleados,Selfemployed ,LeNovo K5 Vibe,10.0,,No,31.0,31.0,31.0,0.0,1.0
96,M,30.0,Casado,Psicologo,Sector privado,,5.0,,Si,1.0,,15.0,15.0,7.0
89,F,50.0,Soltero,Desempleados,Desempleados,LG G3,5.0,4.0,No,1.0,50.0,15.0,15.0,0.0
47,M,50.0,Soltero,adquisitivo,Sector privado,Samsung,5.0,,Si,,4.0,1.0,15.0,7.0
235,F,24.0,Casado,Ingeniero electronico,Institucion publica,Samsung,5.0,6.0,No,1.0,50.0,0.0,0.0,1.0
226,M,24.0,Casado,Psicologo,Institucion publica,Samsung AT,5.0,3.0,No,0.0,1.0,0.0,0.0,0.0
3,F,50.0,Soltero,adquisitivo,Selfemployed ,Iphone 7S,15.0,3.0,Si,31.0,,0.0,0.0,31.0
112,M,40.0,Casado,Ingeniero,Desempleados,Smartphone,5.0,0.0,Si,0.0,31.0,0.0,0.0,0.0
53,M,45.0,Soltero,Ingeniero,Sector privado,Reeder,5.0,3.0,Si,7.0,0.0,15.0,1.0,
3,M,30.0,Soltero,Ingenieria en computacion,Sector privado,Android,5.0,4.0,Si,7.0,50.0,0.0,1.0,0.0
232,M,35.0,Casado,Ingeniero,Sector privado,0,10.0,0.0,No,50.0,1.0,1.0,0.0,31.0
133,M,30.0,Soltero,Cajero,Sector privado,LG G3,10.0,7.0,No,7.0,50.0,1.0,0.0,30.0
21,M,30.0,Casado,Ingeniero electrico,Institucion publica,Samsung,5.0,3.0,No,1.0,7.0,31.0,0.0,30.0
242,F,30.0,Soltero,Ingeniero de informacion,Sector privado,SAMSUNG S6,0.0,3.0,No,31.0,7.0,1.0,0.0,1.0
66,F,45.0,Soltero,Profesor,Institucion publica,Samsung S7+,10.0,5.0,No,,30.0,1.0,1.0,0.0
188,F,24.0,Soltero,Gerente,Institucion publica,LG,5.0,6.0,No,31.0,0.0,31.0,0.0,0.0
8,M,30.0,Casado,Profesor,Sector privado,Iphone,5.0,3.0,Si,50.0,7.0,15.0,0.0,15.0
204,M,30.0,Soltero,Ingeniero de informacion,Sector privado,Iphone S5,5.0,4.0,No,4.0,0.0,0.0,15.0,
66,M,35.0,Soltero,,Sector privado,Iphone ,0.0,4.0,Si,4.0,31.0,0.0,0.0,31.0
26,F,35.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 4S,5.0,3.0,Si,4.0,7.0,1.0,15.0,0.0
3,F,35.0,Casado,,Sector privado,LG G2,5.0,3.0,Si,31.0,31.0,1.0,0.0,1.0
7,M,24.0,Soltero,AlumNo,Institucion publica,Iphone,5.0,7.0,Si,0.0,7.0,1.0,0.0,1.0
88,F,45.0,Casado,,Selfemployed ,Samsung,5.0,3.0,No,30.0,50.0,15.0,15.0,15.0
81,M,35.0,Casado,Ingeniero de informacion,Sector privado,Iphone 4S,10.0,0.0,Si,31.0,7.0,1.0,0.0,7.0
202,M,30.0,Soltero,Servidor publico,Sector privado,LG,5.0,,Si,0.0,1.0,0.0,0.0,0.0
63,M,40.0,Soltero,Profesor,Institucion publica,Iphone,5.0,4.0,Si,1.0,7.0,0.0,0.0,30.0
107,M,45.0,Soltero,Ingeniero,Institucion publica,,10.0,5.0,No,0.0,31.0,0.0,0.0,4.0
14,,30.0,Casado,Ingeniero,Sector privado,Samsung J5,0.0,6.0,Si,,50.0,0.0,1.0,30.0
226,F,50.0,Casado,Ingeniero electronico,Sector privado,,10.0,6.0,Si,0.0,4.0,15.0,0.0,0.0
141,M,35.0,Casado,Ingenieria en computacion,Institucion publica,Android,10.0,0.0,Si,1.0,0.0,0.0,0.0,7.0
175,M,30.0,Soltero,Ingeniero de software,Institucion publica,Iphone 6s,10.0,3.0,Si,4.0,31.0,31.0,0.0,1.0
243,M,30.0,Soltero,Ingeniero,Desempleados,,5.0,5.0,Si,31.0,7.0,7.0,0.0,30.0
219,M,30.0,Casado,Ingeniero,Institucion publica,Samsung S7+,15.0,3.0,No,7.0,50.0,0.0,0.0,15.0
102,M,35.0,Casado,,Sector privado,LG,5.0,6.0,Si,4.0,1.0,1.0,15.0,0.0
210,F,35.0,Casado,AlumNo,Institucion publica,Iphone,5.0,3.0,Si,50.0,50.0,0.0,0.0,0.0
133,F,35.0,Casado,Desempleados,Sector privado,Iphone ,5.0,6.0,Si,1.0,7.0,0.0,0.0,4.0
165,M,35.0,Casado,Ingeniero de informacion,Institucion publica,Samsung S7+,10.0,3.0,No,30.0,7.0,1.0,0.0,31.0
199,M,40.0,Casado,,,Iphone,10.0,6.0,Si,50.0,0.0,1.0,0.0,7.0
150,F,45.0,Soltero,Servidor publico,Institucion publica,Samsung,5.0,3.0,No,,31.0,0.0,15.0,0.0
34,M,24.0,Soltero,,Institucion publica,,5.0,3.0,No,1.0,1.0,15.0,0.0,4.0
53,F,45.0,Soltero,,Institucion publica,Samsung,10.0,6.0,Si,4.0,50.0,31.0,0.0,4.0
154,0,30.0,Soltero,Psicologo,Institucion publica,Iphone S5,5.0,6.0,Si,,30.0,1.0,0.0,0.0
217,M,24.0,Casado,Ingenieria en computacion,Sector privado,Iphone 6+,5.0,4.0,Si,,1.0,0.0,0.0,0.0
108,F,30.0,Soltero,,Institucion publica,Iphone ,10.0,4.0,No,31.0,0.0,0.0,0.0,7.0
165,M,50.0,Soltero,Profesor,Sector privado,Smartphone,5.0,3.0,Si,7.0,,1.0,0.0,0.0
161,F,24.0,Soltero,Ingenieria en computacion,Sector privado,Samsung,5.0,0.0,No,31.0,4.0,1.0,1.0,7.0
210,M,30.0,Soltero,Desempleados,Sector privado,Iphone ,5.0,6.0,Si,0.0,7.0,1.0,0.0,15.0
3,F,35.0,Soltero,Servidor publico,Sector privado,ASUS,5.0,3.0,Si,0.0,,15.0,0.0,1.0
182,F,40.0,,,Sector privado,Iphone ,5.0,3.0,Si,50.0,50.0,15.0,0.0,4.0
167,M,30.0,Casado,Servidor publico,Sector privado,Iphone ,5.0,,No,0.0,50.0,15.0,0.0,0.0
149,M,30.0,Casado,Profesor,Sector privado,Samsung,5.0,3.0,Si,30.0,31.0,0.0,0.0,0.0
29,F,24.0,Casado,Retirado,Institucion publica,Samsung 7+ Edge,10.0,3.0,Si,,31.0,31.0,0.0,15.0
120,M,35.0,Soltero,Ingeniero,Sector privado,,5.0,,Si,,30.0,0.0,0.0,1.0
162,M,,Soltero,,Sector privado,Iphone ,10.0,3.0,Si,4.0,31.0,0.0,31.0,4.0
128,M,24.0,Casado,Servidor publico,Desempleados,Iphone 6,5.0,0.0,Si,31.0,31.0,1.0,15.0,0.0
111,M,50.0,Soltero,Ingenieria en computacion,Institucion publica,Sony,5.0,3.0,No,31.0,4.0,0.0,1.0,1.0
21,M,30.0,Soltero,ArtesaNo,Sector privado,Samsung,5.0,4.0,Si,0.0,50.0,0.0,0.0,31.0
136,M,35.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 5,5.0,7.0,Si,1.0,7.0,0.0,0.0,7.0
46,M,30.0,Soltero,Ingeniero de informacion,Sector privado,Asus ZenFone Selfie,10.0,4.0,Si,0.0,31.0,1.0,15.0,15.0
194,M,45.0,Casado,Minero,Sector privado,LG G3,5.0,4.0,No,31.0,1.0,0.0,1.0,0.0
133,F,40.0,Casado,Guia turistica,Sector privado,LG,5.0,4.0,Si,7.0,50.0,1.0,15.0,15.0
91,M,35.0,Soltero,Cajero,Sector privado,LG,5.0,3.0,Si,1.0,50.0,0.0,0.0,1.0
12,M,35.0,Soltero,,Institucion publica,Samsung Note 3,5.0,3.0,Si,31.0,7.0,30.0,0.0,1.0
4,F,35.0,Casado,Ingenieria en computacion,Sector privado,Samsung S3,5.0,3.0,Si,30.0,7.0,1.0,0.0,1.0
69,F,50.0,Soltero,Psicologo,Institucion publica,0,5.0,4.0,No,7.0,7.0,1.0,1.0,0.0
174,F,45.0,Casado,Servidor publico,Sector privado,,10.0,3.0,No,50.0,4.0,1.0,0.0,0.0
187,F,30.0,Casado,,Institucion publica,Iphone  5S,0.0,3.0,Si,31.0,0.0,31.0,1.0,
156,M,35.0,Casado,Ingeniero biomedico,Sector privado,Samsung 7+ Edge,5.0,0.0,Si,4.0,7.0,0.0,15.0,7.0
143,M,30.0,Soltero,Ingeniero,Institucion publica,Sony,10.0,3.0,No,,7.0,15.0,0.0,7.0
101,M,35.0,Soltero,Ingeniero biomedico,Institucion publica,Iphone ,5.0,3.0,Si,,50.0,1.0,0.0,30.0
42,F,24.0,Casado,Servidor publico,Sector privado,Galaxy S4,10.0,6.0,Si,30.0,30.0,0.0,0.0,
18,M,24.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 7,5.0,3.0,No,4.0,0.0,0.0,0.0,0.0
93,M,35.0,Casado,Ingeniero,Sector privado,Iphone,5.0,7.0,Si,4.0,50.0,15.0,0.0,0.0
96,M,40.0,Soltero,Matematico,Sector privado,LG,10.0,3.0,Si,0.0,7.0,31.0,0.0,15.0
241,F,50.0,Casado,Ingeniero,Institucion publica,Samsung Note 4,5.0,3.0,Si,1.0,7.0,1.0,0.0,30.0
4,F,45.0,Soltero,,Institucion publica,Smartphone,0.0,6.0,Si,30.0,50.0,0.0,0.0,31.0
1,M,24.0,Soltero,Ingeniero biomedico,Sector privado,,5.0,3.0,Si,50.0,31.0,31.0,0.0,15.0
75,F,40.0,Casado,AlumNo,Institucion publica,Iphone,6.0,3.0,No,4.0,0.0,1.0,15.0,4.0
9,M,30.0,Soltero,AlumNo,Institucion publica,Iphone ,6.0,3.0,Si,4.0,31.0,31.0,0.0,0.0
13,F,24.0,Soltero,Servidor publico,Sector privado,Samsung S3,5.0,3.0,Si,7.0,7.0,0.0,15.0,7.0
212,M,24.0,Soltero,Ingeniero electronico,Sector privado,Iphone ,5.0,4.0,Si,31.0,30.0,15.0,0.0,1.0
52,M,30.0,Soltero,Desempleados,Institucion publica,ASUS,5.0,6.0,Si,50.0,1.0,0.0,0.0,1.0
18,M,35.0,Casado,Desempleados,Institucion publica,Iphone 6,10.0,6.0,Si,1.0,1.0,15.0,0.0,35.0
215,M,30.0,,Servidor publico,Sector privado,Iphone,5.0,,No,30.0,7.0,15.0,0.0,15.0
71,F,50.0,Soltero,,,,5.0,3.0,Si,0.0,4.0,1.0,0.0,4.0
243,M,40.0,Soltero,Desempleados,Institucion publica,Samsung S6 EDGE,10.0,,No,1.0,4.0,1.0,0.0,7.0
11,F,24.0,Casado,Desempleados,Institucion publica,Samsung S6 EDGE,,3.0,No,1.0,0.0,31.0,0.0,15.0
118,M,45.0,Casado,Servidor publico,Sector privado,Iphone 5S,5.0,3.0,Si,31.0,7.0,15.0,0.0,15.0
129,M,45.0,Casado,adquisitivo,Sector privado,Iphone 6+,5.0,3.0,Si,31.0,31.0,15.0,0.0,4.0
36,F,45.0,Casado,Desempleados,Sector privado,Iphone 5S,5.0,6.0,Si,1.0,7.0,1.0,1.0,0.0
101,M,50.0,Casado,Ingeniero electrico,Institucion publica,Samsung,5.0,6.0,No,1.0,0.0,1.0,1.0,1.0
122,M,40.0,Casado,,Institucion publica,Samsung,5.0,3.0,Si,30.0,,1.0,0.0,31.0
2,,35.0,Soltero,Servidor publico,Sector privado,,5.0,6.0,No,31.0,31.0,31.0,0.0,35.0
167,F,30.0,Casado,Desempleados,Institucion publica,LG G3,5.0,4.0,Si,0.0,31.0,0.0,0.0,15.0
64,M,30.0,Soltero,Profesor,Sector privado,0,0.0,3.0,No,,7.0,15.0,0.0,0.0
66,F,45.0,Casado,Desempleados,Desempleados,Iphone ,10.0,,Si,4.0,7.0,1.0,0.0,1.0
201,M,24.0,Casado,Ingeniero,Sector privado,Smartphone,5.0,3.0,Si,,0.0,31.0,0.0,15.0
22,F,40.0,Casado,Desempleados,,Samsung j5,5.0,3.0,Si,30.0,4.0,1.0,0.0,31.0
10,M,30.0,Casado,Contador,Sector privado,Samsung A5,5.0,7.0,Si,,31.0,1.0,15.0,15.0
116,M,30.0,Soltero,Desempleados,Institucion publica,LG,5.0,3.0,Si,31.0,7.0,0.0,31.0,15.0
21,M,30.0,Casado,,Institucion publica,Asus,10.0,3.0,Si,0.0,50.0,0.0,1.0,0.0
76,F,35.0,Casado,Enfermera,Sector privado,Samsung,5.0,7.0,No,,31.0,1.0,0.0,0.0
152,M,30.0,Soltero,Profesor,Institucion publica,Iphone ,5.0,,No,,0.0,1.0,0.0,4.0
75,F,45.0,Casado,Ingeniero de informacion,Desempleados,Iphone,5.0,3.0,Si,0.0,1.0,1.0,0.0,1.0
167,M,24.0,Soltero,Ingenieria en computacion,Sector privado,Iphone,5.0,3.0,Si,4.0,7.0,0.0,0.0,0.0
164,M,30.0,Soltero,Ingeniero,Institucion publica,HTC ,10.0,3.0,Si,50.0,0.0,31.0,0.0,15.0
195,F,30.0,Soltero,Ingenieria en computacion,Sector privado,LeNovo A7000,5.0,3.0,No,0.0,7.0,1.0,31.0,4.0
237,M,30.0,Soltero,,Institucion publica,General Mobile,0.0,4.0,No,31.0,30.0,1.0,0.0,1.0
6,F,35.0,Casado,Servidor publico,Sector privado,Iphone,0.0,4.0,Si,,1.0,1.0,0.0,7.0
6,F,30.0,Soltero,Profesor,Institucion publica,Samsung AT,5.0,3.0,Si,7.0,7.0,0.0,0.0,35.0
67,M,30.0,Casado,Desempleados,Sector privado,Iphone ,5.0,0.0,Si,30.0,30.0,1.0,0.0,31.0
53,F,45.0,Soltero,Profesor,Institucion publica,Iphone ,0.0,3.0,Si,0.0,0.0,1.0,0.0,7.0
193,M,35.0,,Profesor,Institucion publica,General Mobile,0.0,3.0,Si,1.0,31.0,0.0,0.0,
26,M,40.0,Casado,,Desempleados,Smartphone,5.0,0.0,No,50.0,50.0,1.0,0.0,0.0
189,M,45.0,Casado,Ingeniero de software,Institucion publica,Genaral Mobile,5.0,3.0,Si,1.0,,1.0,0.0,1.0
64,M,35.0,Casado,AlumNo,Desempleados,Smartphone,,3.0,No,4.0,4.0,1.0,0.0,0.0
100,F,30.0,Casado,Minero,Institucion publica,Samsung,5.0,6.0,No,31.0,31.0,0.0,0.0,35.0
244,F,30.0,Casado,,Sector privado,Iphone 6,10.0,4.0,No,0.0,1.0,1.0,0.0,15.0
162,M,50.0,Casado,,Sector privado,Huawei 6205,,3.0,Si,4.0,50.0,1.0,0.0,1.0
221,M,30.0,Soltero,Profesor,Institucion publica,Iphone,5.0,0.0,Si,31.0,7.0,0.0,0.0,0.0
102,M,30.0,Soltero,Ingenieria en computacion,Desempleados,Samsung,5.0,6.0,No,4.0,30.0,15.0,0.0,1.0
176,M,30.0,Casado,Ingeniero,,Iphone 5S,5.0,7.0,No,1.0,31.0,15.0,0.0,0.0
21,F,40.0,Soltero,Analista de informacion,Selfemployed ,Iphone ,10.0,7.0,Si,1.0,4.0,31.0,0.0,4.0
8,F,45.0,Casado,Ingeniero,Institucion publica,Iphone,0.0,3.0,No,1.0,30.0,1.0,0.0,35.0
110,M,30.0,Soltero,adquisitivo,Sector privado,SONY Z2,5.0,3.0,Si,1.0,,15.0,0.0,0.0
145,M,35.0,Soltero,Profesor,Sector privado,Reeder,10.0,3.0,No,1.0,4.0,0.0,0.0,7.0
201,,30.0,Casado,Ingeniero de maquinaria,Desempleados,Samsung,10.0,3.0,Si,31.0,7.0,1.0,0.0,30.0
80,M,35.0,Soltero,Servidor publico,Sector privado,Iphone ,10.0,,Si,1.0,50.0,1.0,0.0,0.0
189,M,30.0,Soltero,Psicologo,Desempleados,Iphone 6s,5.0,3.0,No,1.0,1.0,7.0,15.0,31.0
224,F,24.0,Casado,Analista de informacion,Institucion publica,HTC ,5.0,5.0,Si,7.0,50.0,15.0,1.0,31.0
185,M,30.0,Casado,Ingeniero de informacion,Sector privado,Iphone ,15.0,0.0,No,0.0,30.0,1.0,15.0,15.0
31,M,30.0,Casado,Medico,Institucion publica,Iphone ,10.0,6.0,Si,31.0,4.0,1.0,0.0,0.0
10,F,24.0,Soltero,Medico,Institucion publica,Asus,5.0,3.0,No,1.0,50.0,1.0,0.0,1.0
84,M,35.0,Casado,Guia turistica,Sector privado,Iphone,0.0,3.0,No,50.0,0.0,31.0,15.0,1.0
52,F,35.0,Casado,,Sector privado,Samsung,10.0,6.0,No,31.0,0.0,1.0,1.0,35.0
238,M,24.0,Soltero,Analista de informacion,Institucion publica,,10.0,7.0,No,31.0,50.0,0.0,0.0,15.0
108,M,30.0,Casado,Enfermera,Institucion publica,Samsung S3,5.0,5.0,No,31.0,31.0,0.0,15.0,31.0
191,M,30.0,Casado,Ingeniero de informacion,Sector privado,Samsung,5.0,3.0,Si,7.0,7.0,1.0,0.0,7.0
17,F,50.0,Soltero,,Sector privado,Samsung,5.0,6.0,Si,31.0,31.0,31.0,0.0,
17,F,30.0,Soltero,Ingeniero,Sector privado,ASUS,0.0,4.0,Si,,31.0,0.0,0.0,0.0
94,F,50.0,Soltero,Profesor,Institucion publica,,0.0,3.0,Si,,31.0,1.0,0.0,0.0
69,M,35.0,Casado,,Desempleados,Samsung A5,5.0,7.0,Si,0.0,1.0,1.0,0.0,15.0
92,M,30.0,Soltero,Servidor publico,,General mobile,5.0,6.0,Si,31.0,30.0,7.0,0.0,0.0
141,F,24.0,Casado,,Institucion publica,Reeder,5.0,5.0,Si,1.0,50.0,0.0,0.0,4.0
142,,50.0,Soltero,Servidor publico,Sector privado,Smartphone,5.0,0.0,Si,7.0,7.0,15.0,0.0,7.0
188,M,40.0,Soltero,adquisitivo,Institucion publica,,10.0,7.0,No,0.0,31.0,15.0,1.0,1.0
72,M,35.0,Casado,Profesor,Sector privado,Iphone 6,5.0,6.0,Si,31.0,7.0,1.0,0.0,0.0
234,M,30.0,Soltero,Profesor,Sector privado,Iphone ,10.0,0.0,Si,31.0,7.0,0.0,0.0,7.0
143,F,30.0,Casado,Desempleados,Institucion publica,Iphone 6,5.0,6.0,Si,31.0,50.0,1.0,0.0,7.0
241,M,30.0,Casado,Ingenieria en computacion,Sector privado,Samsung S3,10.0,4.0,No,0.0,1.0,1.0,0.0,0.0
37,M,24.0,Casado,,Institucion publica,Iphone ,5.0,3.0,Si,1.0,50.0,1.0,0.0,0.0
74,F,30.0,Soltero,Servidor publico,Institucion publica,Iphone ,0.0,4.0,No,7.0,4.0,1.0,0.0,0.0
101,M,30.0,Casado,Servidor publico,,VODEFONE SMART 6,5.0,3.0,Si,4.0,7.0,1.0,,31.0
172,F,30.0,Soltero,,Sector privado,Iphone 5S,10.0,3.0,Si,50.0,50.0,0.0,0.0,31.0
10,F,24.0,Soltero,Minero,Sector privado,,0.0,3.0,Si,31.0,31.0,31.0,,7.0
22,M,35.0,Casado,Profesor,Sector privado,Asus ZenFone Selfie,5.0,7.0,Si,31.0,7.0,31.0,0.0,31.0
33,M,40.0,Casado,Profesor,Sector privado,LG,5.0,3.0,No,50.0,1.0,0.0,0.0,15.0
105,F,,Soltero,Profesor,Institucion publica,L G,5.0,3.0,No,7.0,4.0,31.0,0.0,0.0
20,M,40.0,Soltero,,Institucion publica,Iphone ,5.0,3.0,No,0.0,0.0,1.0,0.0,1.0
109,F,50.0,Soltero,Profesor,Institucion publica,Samsung Note 4,0.0,3.0,Si,1.0,7.0,0.0,0.0,0.0
202,M,30.0,Casado,Ingeniero electrico,Selfemployed ,Samsung s3,5.0,0.0,Si,31.0,,1.0,0.0,15.0
135,M,50.0,Casado,Ingeniero,Institucion publica,,5.0,3.0,Si,0.0,50.0,31.0,0.0,7.0
186,F,50.0,Casado,,Sector privado,ASUS,10.0,6.0,Si,31.0,31.0,0.0,0.0,15.0
248,M,30.0,Soltero,Ingeniero electrico,Institucion publica,Iphone 5,5.0,3.0,Si,7.0,0.0,1.0,0.0,1.0
91,F,35.0,Casado,Ingeniero,Selfemployed ,Iphone ,10.0,3.0,Si,0.0,30.0,1.0,0.0,0.0
75,M,35.0,Soltero,Desempleados,Sector privado,Iphone 6,6.0,0.0,Si,1.0,50.0,1.0,0.0,31.0
47,M,40.0,Soltero,Retirado,Institucion publica,Xperia,10.0,3.0,Si,7.0,30.0,15.0,0.0,0.0
81,F,50.0,Casado,Ingenieria en computacion,Selfemployed ,Iphone,10.0,4.0,Si,0.0,7.0,15.0,31.0,0.0
91,F,30.0,Soltero,Ingeniero,Sector privado,Iphone 6,5.0,3.0,No,1.0,50.0,1.0,,15.0
100,F,24.0,Casado,Profesor,Institucion publica,Iphone  5S,5.0,6.0,No,0.0,50.0,0.0,15.0,4.0
99,M,30.0,Casado,,Institucion publica,Samsung S7+,10.0,3.0,No,1.0,31.0,0.0,1.0,0.0
4,F,35.0,Soltero,business intelligence developer,Sector privado,Sony,10.0,6.0,Si,31.0,0.0,31.0,15.0,4.0
233,M,24.0,Soltero,Servidor publico,Institucion publica,Iphone,5.0,0.0,Si,,7.0,1.0,1.0,4.0
117,M,40.0,Soltero,,Sector privado,,10.0,3.0,Si,1.0,,1.0,0.0,31.0
196,F,45.0,Casado,Ingeniero de informacion,Institucion publica,SONY XPER?A 75,0.0,6.0,Si,,30.0,31.0,1.0,31.0
168,M,40.0,,ArtesaNo,Institucion publica,SONY,5.0,3.0,No,1.0,7.0,1.0,0.0,31.0
114,F,,Casado,Profesor,Sector privado,Iphone 6S,5.0,3.0,No,30.0,31.0,1.0,15.0,1.0
157,F,40.0,Soltero,Servidor publico,Sector privado,Iphone ,6.0,3.0,No,1.0,50.0,0.0,1.0,4.0
192,M,35.0,Soltero,Ingeniero,,Iphone 6,5.0,3.0,No,0.0,7.0,1.0,0.0,0.0
22,M,35.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 5S,10.0,7.0,Si,30.0,4.0,15.0,0.0,1.0
21,F,35.0,Soltero,Ingenieria en computacion,Institucion publica,Iphone 5S,5.0,3.0,No,31.0,50.0,0.0,0.0,1.0
200,M,30.0,Casado,Ingeniero de software,Sector privado,Iphone S5,15.0,3.0,No,0.0,31.0,1.0,0.0,0.0
130,F,30.0,Soltero,Ingenieria en computacion,Sector privado,Iphone 6,5.0,6.0,Si,7.0,31.0,15.0,0.0,1.0
184,F,30.0,Casado,,Institucion publica,,5.0,3.0,Si,,7.0,31.0,15.0,15.0
105,M,35.0,Casado,Medico,Institucion publica,ASUS,5.0,,Si,7.0,7.0,15.0,0.0,15.0
182,F,50.0,Casado,Desempleados,Sector privado,Samsung Note 2,5.0,3.0,Si,31.0,4.0,1.0,15.0,15.0
33,F,35.0,Casado,Ingenieria en computacion,Sector privado,Nokia,5.0,3.0,Si,7.0,0.0,31.0,31.0,4.0
125,F,35.0,Soltero,business intelligence developer,Desempleados,Samsung,5.0,6.0,Si,7.0,50.0,1.0,15.0,
101,F,30.0,Casado,Medico,Sector privado,Casper,5.0,6.0,Si,,,1.0,30.0,4.0
96,F,30.0,,Analista de informacion,Sector privado,Samsung,10.0,3.0,No,31.0,50.0,0.0,0.0,31.0
120,F,30.0,Casado,Profesor,Institucion publica,Sony,5.0,3.0,Si,31.0,1.0,0.0,0.0,15.0
221,M,30.0,Soltero,Ingenieria en computacion,Sector privado,LeNovo A7000,5.0,6.0,Si,31.0,50.0,0.0,0.0,0.0
20,M,40.0,Casado,Minero,Sector privado,Iphone ,5.0,3.0,Si,0.0,1.0,1.0,31.0,30.0
108,M,35.0,Soltero,Ingeniero,Sector privado,Samsung S3,5.0,0.0,Si,30.0,1.0,1.0,0.0,1.0
96,F,30.0,Casado,Ingeniero,Institucion publica,Samsung Note 3,5.0,3.0,Si,7.0,30.0,1.0,15.0,7.0
159,M,40.0,Casado,Matematico,Institucion publica,HTC M8,5.0,6.0,No,31.0,7.0,1.0,1.0,15.0
