ID,Genero,AÃ±os,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
181,,30.0,Soltero,,Institucion publica,LG G4,5.0,5.0,No,30.0,7.0,15.0,0.0,7.0
154,,24.0,Casado,Profesor,Sector privado,Samsung S6,5.0,3.0,No,31.0,,0.0,0.0,7.0
132,M,40.0,Casado,Profesor,Institucion publica,Samsung,5.0,6.0,Si,30.0,1.0,0.0,0.0,15.0
206,F,40.0,Casado,Profesor,Sector privado,Iphone 5S,10.0,6.0,Si,7.0,31.0,7.0,0.0,0.0
233,M,50.0,Casado,Desempleados,Sector privado,Iphone  6,15.0,,Si,,31.0,0.0,0.0,7.0
10,F,35.0,Casado,Profesor,Sector privado,LG G2,10.0,7.0,Si,31.0,0.0,0.0,15.0,31.0
168,F,,Soltero,,Institucion publica,Galaxy S4,5.0,7.0,Si,1.0,1.0,1.0,0.0,30.0
46,0,40.0,Casado,Retirado,Institucion publica,Iphone ,5.0,6.0,Si,,31.0,1.0,0.0,4.0
125,F,24.0,Casado,Profesor,Institucion publica,Samsung S7+,5.0,6.0,Si,,50.0,1.0,15.0,0.0
114,F,50.0,Casado,Ingenieria en computacion,Institucion publica,Samsung,5.0,3.0,Si,4.0,31.0,,1.0,0.0
101,M,45.0,Casado,Profesor,Institucion publica,Iphone 7,0.0,3.0,No,31.0,7.0,15.0,0.0,31.0
249,F,35.0,Soltero,Enfermera,Desempleados,Sony,10.0,3.0,Si,30.0,30.0,1.0,0.0,31.0
43,M,24.0,Soltero,,Institucion publica,Asus,5.0,0.0,No,31.0,7.0,15.0,0.0,30.0
245,M,40.0,Casado,Servidor publico,Sector privado,Iphone 6+,5.0,6.0,No,31.0,7.0,0.0,0.0,15.0
228,M,24.0,Soltero,Ingeniero de software,Sector privado,Samsung,5.0,3.0,Si,1.0,50.0,15.0,0.0,31.0
117,F,30.0,Soltero,Profesor,Institucion publica,Samsung Note 3,5.0,3.0,Si,,0.0,1.0,,15.0
53,F,35.0,Casado,Profesor,Sector privado,Galaxy S4,15.0,6.0,Si,31.0,31.0,1.0,0.0,
218,M,,Soltero,Profesor,Institucion publica,Iphone ,0.0,3.0,Si,7.0,31.0,1.0,0.0,1.0
24,M,30.0,Soltero,Ingeniero,Desempleados,Sony,5.0,3.0,Si,31.0,50.0,1.0,0.0,1.0
226,M,50.0,Soltero,Ingeniero,Sector privado,Iphone 6,5.0,,Si,1.0,7.0,1.0,0.0,15.0
106,F,30.0,Casado,Profesor,Institucion publica,Samsung S3,5.0,3.0,No,31.0,31.0,1.0,0.0,0.0
12,F,24.0,Casado,adquisitivo,Sector privado,Iphone 7,5.0,,Si,31.0,31.0,31.0,0.0,31.0
207,M,30.0,Soltero,Ingeniero,Institucion publica,Iphone,10.0,3.0,Si,31.0,0.0,15.0,0.0,4.0
96,M,24.0,Casado,Profesor,Sector privado,Iphone ,10.0,7.0,No,7.0,30.0,0.0,0.0,
210,M,30.0,Soltero,Enfermera,Sector privado,Iphone ,5.0,3.0,No,31.0,1.0,1.0,0.0,0.0
214,M,24.0,Soltero,Profesor,Sector privado,LG,5.0,0.0,No,0.0,30.0,1.0,0.0,7.0
105,F,40.0,Casado,Servidor publico,Sector privado,Iphone 6+,5.0,3.0,Si,4.0,7.0,1.0,0.0,7.0
62,M,30.0,Soltero,,Institucion publica,Samsung,5.0,5.0,Si,0.0,30.0,0.0,0.0,0.0
96,M,24.0,Casado,Desempleados,Sector privado,Samsung,5.0,3.0,Si,50.0,30.0,1.0,15.0,0.0
50,M,40.0,Soltero,Ingenieria en computacion,Sector privado,Sony,10.0,3.0,Si,7.0,7.0,1.0,0.0,15.0
134,M,50.0,Casado,Servidor publico,Institucion publica,Samsung S3,5.0,0.0,No,4.0,7.0,0.0,0.0,7.0
180,F,30.0,Casado,Desempleados,Institucion publica,Iphone ,10.0,3.0,Si,1.0,31.0,0.0,15.0,0.0
115,M,45.0,,Ingenieria en computacion,Sector privado,,5.0,3.0,Si,31.0,7.0,15.0,0.0,1.0
238,M,30.0,Casado,Profesor,,Iphone 6,5.0,3.0,Si,1.0,50.0,0.0,0.0,1.0
172,M,35.0,Casado,Analista de informacion,Sector privado,Samsung S3,5.0,3.0,Si,1.0,,1.0,0.0,1.0
61,F,45.0,Soltero,,,Iphone 6,5.0,6.0,No,7.0,31.0,15.0,0.0,31.0
110,M,24.0,Casado,,Institucion publica,Iphone 5S,5.0,4.0,Si,1.0,,1.0,1.0,0.0
124,F,30.0,Soltero,,Desempleados,Asus,10.0,3.0,No,,1.0,0.0,0.0,0.0
127,F,40.0,Casado,Cajero,Sector privado,Samsung,10.0,7.0,Si,1.0,0.0,1.0,1.0,0.0
118,M,30.0,Soltero,Ingeniero de software,Desempleados,Iphone ,5.0,3.0,Si,7.0,4.0,1.0,0.0,1.0
180,M,35.0,Soltero,Desempleados,Sector privado,LeNovo S1 Lite,10.0,7.0,Si,31.0,,1.0,0.0,15.0
138,F,45.0,Casado,Ingeniero,Sector privado,Android,5.0,,Si,30.0,31.0,0.0,0.0,31.0
161,F,30.0,Casado,,Sector privado,General Mobile,10.0,6.0,Si,0.0,0.0,1.0,15.0,0.0
129,M,50.0,Soltero,Ingeniero,Institucion publica,Nokia,5.0,6.0,Si,1.0,7.0,0.0,0.0,7.0
225,M,30.0,Soltero,adquisitivo,Sector privado,Iphone 6,10.0,3.0,Si,7.0,,15.0,15.0,7.0
142,M,35.0,Casado,Profesor,Institucion publica,HTC,0.0,0.0,No,7.0,1.0,1.0,0.0,1.0
96,F,40.0,Soltero,Ingeniero,Sector privado,Samsung S6 EDGE,0.0,4.0,Si,31.0,30.0,1.0,0.0,15.0
168,F,30.0,Soltero,Profesor,Institucion publica,Casper,0.0,3.0,Si,0.0,,1.0,,31.0
116,M,35.0,Soltero,Profesor,Institucion publica,Samsung,10.0,3.0,Si,7.0,31.0,1.0,0.0,35.0
73,F,24.0,Casado,,Sector privado,Samsung S7+,5.0,0.0,Si,31.0,4.0,0.0,0.0,0.0
71,F,45.0,Casado,Ingeniero electronico,Sector privado,Iphone 5S,5.0,3.0,Si,50.0,1.0,1.0,0.0,31.0
159,M,30.0,Casado,Ingeniero biomedico,Sector privado,Iphone ,5.0,6.0,Si,0.0,7.0,0.0,0.0,31.0
53,M,30.0,Casado,Profesor,Institucion publica,0,5.0,3.0,Si,7.0,7.0,1.0,0.0,15.0
11,M,35.0,Casado,,Institucion publica,Iphone,5.0,6.0,No,30.0,31.0,1.0,0.0,0.0
153,M,24.0,Soltero,Enfermera,Sector privado,Samsung,5.0,3.0,Si,7.0,0.0,0.0,1.0,15.0
181,F,40.0,Soltero,,Sector privado,Iphone 6,5.0,3.0,Si,0.0,30.0,31.0,0.0,31.0
86,M,35.0,Casado,Desempleados,Sector privado,Iphone 6,,6.0,Si,7.0,31.0,1.0,0.0,31.0
194,M,30.0,Casado,Ingeniero de software,Sector privado,Asus,0.0,3.0,Si,31.0,50.0,1.0,15.0,1.0
69,M,35.0,Soltero,Desempleados,Sector privado,Samsung 7+ Edge,10.0,3.0,Si,31.0,31.0,31.0,0.0,7.0
222,F,30.0,Soltero,Servidor publico,Desempleados,Iphone 5S,15.0,3.0,No,1.0,7.0,7.0,0.0,31.0
19,M,50.0,Casado,,Sector privado,Iphone ,0.0,3.0,Si,1.0,30.0,1.0,0.0,0.0
37,M,45.0,Soltero,Ingeniero biomedico,Sector privado,Samsung S3,10.0,7.0,Si,50.0,7.0,0.0,0.0,0.0
97,M,30.0,Casado,adquisitivo,Sector privado,Iphone ,5.0,3.0,Si,7.0,50.0,1.0,,0.0
132,F,35.0,Soltero,Servidor publico,Sector privado,Samsung Note 4,5.0,3.0,Si,50.0,31.0,0.0,,31.0
187,M,40.0,Soltero,,Sector privado,Iphone ,5.0,3.0,No,31.0,50.0,1.0,0.0,0.0
172,M,24.0,Casado,Ingeniero,Institucion publica,,5.0,3.0,No,50.0,0.0,1.0,0.0,15.0
125,M,30.0,Casado,AlumNo,Sector privado,Iphone  6,0.0,3.0,Si,,31.0,15.0,15.0,15.0
174,M,50.0,Casado,AlumNo,Institucion publica,LG G2,10.0,3.0,Si,31.0,,1.0,0.0,0.0
205,F,24.0,Soltero,Ingeniero de software,Institucion publica,Xperia,5.0,4.0,No,31.0,0.0,31.0,0.0,31.0
135,M,35.0,Casado,Profesor,Desempleados,Samsung,5.0,0.0,No,4.0,1.0,31.0,0.0,4.0
130,M,40.0,Casado,Ingeniero electronico,Institucion publica,Samsung,10.0,3.0,Si,31.0,0.0,15.0,1.0,0.0
55,M,,Soltero,Servidor publico,Institucion publica,LG G3,10.0,,Si,1.0,7.0,1.0,0.0,0.0
60,F,50.0,Soltero,Analista de informacion,Sector privado,Asus ZenFone,5.0,3.0,Si,7.0,50.0,1.0,0.0,0.0
121,F,35.0,Soltero,Desempleados,Sector privado,Sony,5.0,5.0,Si,30.0,30.0,1.0,0.0,0.0
204,M,30.0,Casado,Profesor,Selfemployed ,Samsung Note 4,5.0,7.0,No,,0.0,0.0,0.0,15.0
26,M,24.0,Casado,Ingenieria en computacion,Institucion publica,,10.0,0.0,Si,1.0,7.0,1.0,0.0,31.0
37,M,30.0,Soltero,Servidor publico,Sector privado,Samsung,10.0,4.0,Si,1.0,7.0,1.0,15.0,1.0
196,M,35.0,Casado,Ingeniero de informacion,Institucion publica,Samsung Note 4,5.0,3.0,Si,7.0,7.0,31.0,0.0,1.0
2,M,45.0,Soltero,Servidor publico,Selfemployed ,Samsung S7+,0.0,3.0,No,,0.0,1.0,0.0,1.0
188,F,30.0,Casado,Ingeniero de informacion,Sector privado,,5.0,3.0,Si,0.0,31.0,0.0,0.0,31.0
204,F,35.0,Casado,,Institucion publica,LG G3,10.0,0.0,Si,1.0,31.0,1.0,15.0,0.0
230,F,40.0,Casado,Servidor publico,Institucion publica,Samsung,5.0,3.0,Si,1.0,31.0,0.0,0.0,4.0
247,M,35.0,Soltero,Desempleados,Institucion publica,General Mobile,10.0,6.0,No,7.0,7.0,15.0,1.0,31.0
185,F,,Soltero,Ingeniero,Institucion publica,Iphone 6+,10.0,0.0,No,7.0,4.0,31.0,4.0,1.0
113,F,45.0,Soltero,Ingenieria en computacion,Selfemployed ,,0.0,3.0,Si,7.0,7.0,31.0,0.0,15.0
45,M,30.0,,entrenador,Institucion publica,L G,5.0,3.0,Si,31.0,7.0,15.0,1.0,7.0
222,M,45.0,Soltero,Ingenieria en computacion,Desempleados,LeNovo A7000,5.0,3.0,Si,0.0,50.0,1.0,0.0,15.0
135,F,30.0,Soltero,Ingeniero,Desempleados,Samsung,10.0,4.0,Si,,7.0,31.0,0.0,31.0
144,F,30.0,Casado,Servidor publico,Sector privado,Samsung Note 3,0.0,3.0,Si,31.0,50.0,15.0,0.0,1.0
216,M,50.0,Soltero,AlumNo,Sector privado,Iphone,5.0,7.0,Si,31.0,50.0,1.0,15.0,1.0
48,M,45.0,Soltero,,Sector privado,Iphone  5S,10.0,5.0,Si,0.0,31.0,0.0,1.0,30.0
129,M,24.0,Casado,Medico,Institucion publica,Samsung Note 3,10.0,7.0,No,0.0,7.0,1.0,0.0,1.0
113,F,40.0,Soltero,,Sector privado,Iphone,10.0,3.0,No,4.0,50.0,31.0,0.0,7.0
81,M,30.0,Casado,Analista de informacion,Desempleados,Smartphone,0.0,3.0,No,1.0,7.0,1.0,15.0,1.0
241,,35.0,Soltero,entrenador,Sector privado,LG G2,5.0,3.0,Si,31.0,30.0,7.0,1.0,15.0
61,M,35.0,Soltero,,Sector privado,LG,0.0,3.0,Si,31.0,7.0,0.0,15.0,0.0
157,M,35.0,Casado,,Institucion publica,LeNovo S1 Lite,5.0,3.0,Si,0.0,,31.0,0.0,7.0
34,F,40.0,Casado,Servidor publico,Sector privado,Iphone 5,5.0,3.0,Si,50.0,,1.0,0.0,0.0
171,M,50.0,Casado,ArtesaNo,Sector privado,Samsung J5,5.0,3.0,No,0.0,50.0,1.0,0.0,0.0
240,M,35.0,Soltero,Ingenieria en computacion,Sector privado,Genaral Mobile,10.0,7.0,No,4.0,,0.0,0.0,30.0
128,M,40.0,Soltero,Profesor,Sector privado,Samsung S3,0.0,4.0,Si,1.0,30.0,0.0,,0.0
63,M,24.0,Casado,,Institucion publica,Iphone 6S,0.0,3.0,Si,,1.0,1.0,0.0,0.0
141,F,30.0,Casado,Ingeniero,Sector privado,Android,5.0,6.0,Si,7.0,50.0,1.0,0.0,35.0
81,M,30.0,Soltero,,Sector privado,HTC M8,5.0,6.0,No,1.0,30.0,1.0,0.0,0.0
244,M,30.0,,Ingeniero biomedico,Sector privado,SONY XPER?A 75,5.0,,No,30.0,50.0,1.0,0.0,0.0
52,M,50.0,Casado,Profesor,Sector privado,Iphone 5S,5.0,7.0,No,31.0,0.0,15.0,0.0,0.0
104,M,30.0,Casado,Profesor,Institucion publica,Iphone,5.0,4.0,No,30.0,7.0,1.0,,0.0
212,F,24.0,Casado,Desempleados,Desempleados,Iphone,10.0,7.0,Si,31.0,4.0,1.0,15.0,4.0
22,,50.0,Casado,Ingeniero,Institucion publica,Iphone 5,10.0,6.0,Si,31.0,4.0,1.0,0.0,0.0
161,F,35.0,Soltero,Desempleados,Institucion publica,Samsung  A6,5.0,3.0,Si,50.0,50.0,15.0,0.0,1.0
76,M,50.0,Soltero,Ingeniero de informacion,Institucion publica,Samsung S7+,5.0,3.0,No,30.0,4.0,1.0,1.0,31.0
192,M,30.0,,adquisitivo,Institucion publica,Iphone ,5.0,3.0,Si,0.0,50.0,0.0,0.0,31.0
196,F,24.0,Soltero,Ingeniero,Sector privado,Samsung j5,5.0,3.0,Si,50.0,50.0,1.0,0.0,1.0
144,M,50.0,Casado,Servidor publico,Institucion publica,Iphone ,5.0,4.0,No,,4.0,1.0,1.0,31.0
104,M,35.0,Soltero,Ingeniero,Sector privado,Iphone,0.0,4.0,Si,50.0,0.0,31.0,0.0,0.0
235,M,40.0,Soltero,Servidor publico,Selfemployed ,,10.0,4.0,Si,7.0,31.0,1.0,0.0,15.0
187,F,30.0,Soltero,Servidor publico,Desempleados,Samsung Note 4,5.0,3.0,Si,,7.0,31.0,0.0,0.0
1,F,30.0,Casado,Profesor,Institucion publica,LG G3,10.0,0.0,Si,4.0,0.0,1.0,0.0,31.0
105,M,24.0,Soltero,,Desempleados,,5.0,,Si,50.0,31.0,15.0,0.0,30.0
169,M,35.0,Soltero,Servidor publico,Sector privado,Samsung,10.0,6.0,Si,,31.0,31.0,0.0,4.0
21,F,35.0,Casado,Psicologo,Institucion publica,Samsung S7+,0.0,3.0,No,31.0,31.0,1.0,0.0,15.0
19,F,24.0,Soltero,Servidor publico,Sector privado,Iphone 7,5.0,6.0,Si,50.0,1.0,0.0,0.0,15.0
58,M,24.0,Soltero,Enfermera,Sector privado,Iphone,5.0,6.0,No,50.0,50.0,1.0,0.0,0.0
193,M,30.0,Soltero,Servidor publico,Sector privado,LG,0.0,7.0,Si,30.0,31.0,15.0,0.0,0.0
60,F,30.0,Soltero,Ingeniero electronico,Sector privado,Iphone 5S,5.0,,Si,7.0,1.0,0.0,15.0,0.0
143,F,40.0,Casado,Ingeniero de software,Sector privado,Samsung j,5.0,3.0,No,1.0,50.0,1.0,0.0,0.0
171,M,24.0,Soltero,Profesor,Desempleados,Samsung,5.0,4.0,No,4.0,4.0,0.0,0.0,1.0
125,M,45.0,Casado,Servidor publico,Institucion publica,Iphone ,5.0,6.0,Si,1.0,7.0,15.0,30.0,7.0
95,,30.0,Soltero,adquisitivo,Institucion publica,SAMSUNG S6,0.0,7.0,Si,1.0,7.0,0.0,0.0,1.0
52,M,30.0,Casado,,Sector privado,Iphone,5.0,3.0,Si,31.0,50.0,1.0,0.0,15.0
7,F,24.0,Soltero,Ingeniero,Sector privado,Iphone ,5.0,3.0,Si,1.0,1.0,31.0,31.0,31.0
12,M,35.0,Soltero,,Sector privado,Samsung j,5.0,7.0,Si,7.0,7.0,31.0,15.0,
120,M,50.0,Soltero,Desempleados,Sector privado,Samsung,5.0,3.0,No,31.0,1.0,1.0,0.0,0.0
178,F,30.0,Casado,Desempleados,Sector privado,Samsung J5,10.0,3.0,Si,,31.0,1.0,0.0,0.0
132,,40.0,Soltero,Ingenieria en computacion,Sector privado,Samsung,5.0,4.0,Si,31.0,1.0,15.0,0.0,4.0
129,F,24.0,Casado,Profesor,Sector privado,Samsung S7+,10.0,3.0,Si,50.0,50.0,0.0,0.0,31.0
147,M,40.0,Soltero,Ingeniero,Institucion publica,LG G2,5.0,3.0,Si,50.0,50.0,1.0,7.0,15.0
26,M,30.0,Soltero,Ingeniero electrico,Institucion publica,Reeder,10.0,6.0,Si,7.0,50.0,1.0,1.0,7.0
189,F,30.0,Soltero,Desempleados,Institucion publica,,5.0,6.0,Si,31.0,7.0,4.0,0.0,15.0
208,M,30.0,Casado,Quimico,Sector privado,Iphone,5.0,6.0,No,7.0,50.0,1.0,1.0,7.0
182,F,35.0,Casado,Servidor publico,Institucion publica,,5.0,,No,1.0,4.0,1.0,0.0,0.0
174,M,30.0,Soltero,Cajero,Desempleados,LG,5.0,4.0,Si,7.0,7.0,0.0,0.0,15.0
161,F,24.0,Soltero,Profesor,Institucion publica,Iphone,10.0,6.0,Si,1.0,50.0,1.0,0.0,15.0
117,F,35.0,Soltero,Ingeniero biomedico,Sector privado,LG,5.0,4.0,Si,7.0,7.0,1.0,0.0,0.0
144,F,45.0,Soltero,Servidor publico,Sector privado,Iphone 6,15.0,3.0,Si,1.0,31.0,1.0,15.0,15.0
182,M,30.0,Soltero,Ingeniero de software,Institucion publica,Samsung,10.0,6.0,Si,50.0,1.0,15.0,0.0,15.0
188,F,24.0,Casado,Servidor publico,Sector privado,Iphone 5,5.0,3.0,Si,7.0,31.0,1.0,0.0,35.0
67,F,30.0,Casado,,Institucion publica,Samsung,0.0,3.0,Si,1.0,30.0,1.0,0.0,0.0
55,M,30.0,Soltero,Servidor publico,Sector privado,Iphone ,,3.0,Si,,0.0,1.0,15.0,0.0
105,F,,Casado,Ingenieria en computacion,Sector privado,Galaxy S4,10.0,3.0,Si,30.0,31.0,1.0,0.0,0.0
104,M,30.0,Casado,AlumNo,Institucion publica,Samsung S3,10.0,6.0,Si,0.0,31.0,0.0,15.0,0.0
231,F,30.0,Casado,Desempleados,Sector privado,Samsung,10.0,6.0,Si,,7.0,0.0,0.0,0.0
207,M,,Casado,Ingeniero,Institucion publica,HTC ,10.0,3.0,Si,31.0,,1.0,0.0,15.0
180,M,30.0,Casado,Servidor publico,Sector privado,,5.0,3.0,No,1.0,1.0,15.0,0.0,15.0
29,F,35.0,Soltero,Profesor,Sector privado,Samsung,10.0,,No,1.0,31.0,1.0,0.0,1.0
36,M,24.0,Soltero,Ingeniero,Sector privado,Huawei 6205,5.0,6.0,No,1.0,31.0,1.0,0.0,1.0
18,M,35.0,Casado,,Institucion publica,Iphone 6+,5.0,6.0,Si,4.0,0.0,1.0,0.0,0.0
31,,50.0,Casado,Servidor publico,Institucion publica,Samsung,0.0,3.0,No,4.0,7.0,0.0,0.0,7.0
131,M,50.0,Casado,Analista de informacion,Institucion publica,Samsung Note 3,10.0,3.0,Si,1.0,1.0,1.0,0.0,0.0
134,F,24.0,Casado,Profesor,Sector privado,,5.0,6.0,No,31.0,7.0,0.0,15.0,7.0
217,F,35.0,Casado,Profesor,Sector privado,Samsung A5,10.0,3.0,Si,1.0,7.0,1.0,1.0,30.0
199,F,40.0,Soltero,Servidor publico,Sector privado,Iphone 6,,6.0,Si,30.0,50.0,31.0,15.0,30.0
147,F,30.0,Soltero,Quimico,Sector privado,Iphone ,5.0,0.0,Si,50.0,50.0,1.0,0.0,7.0
27,,30.0,Soltero,Servidor publico,Institucion publica,Samsung 7+ Edge,10.0,4.0,Si,1.0,50.0,15.0,0.0,31.0
221,F,24.0,Soltero,Ingenieria en computacion,Sector privado,Iphone,5.0,3.0,Si,50.0,50.0,31.0,1.0,4.0
231,F,24.0,Casado,Ingeniero,Sector privado,Casper,5.0,3.0,Si,31.0,31.0,1.0,0.0,0.0
37,F,,Casado,Profesor,Sector privado,Nokia,5.0,6.0,Si,7.0,50.0,1.0,0.0,31.0
205,M,24.0,Soltero,Desempleados,Institucion publica,ASUS,15.0,3.0,Si,30.0,7.0,1.0,15.0,7.0
24,M,35.0,Soltero,Analista de informacion,Sector privado,,10.0,0.0,No,7.0,0.0,1.0,0.0,31.0
50,F,40.0,Casado,Profesor,Sector privado,Iphone,5.0,3.0,No,7.0,7.0,31.0,0.0,15.0
6,F,30.0,Soltero,AlumNo,Institucion publica,General Mobile,5.0,3.0,Si,31.0,,1.0,0.0,31.0
106,M,24.0,Casado,ArtesaNo,Institucion publica,LG,5.0,6.0,Si,50.0,7.0,31.0,0.0,1.0
236,M,30.0,Soltero,Servidor publico,Sector privado,Samsung,5.0,3.0,Si,31.0,50.0,0.0,0.0,0.0
236,F,30.0,Soltero,Desempleados,Sector privado,Samsung,10.0,3.0,Si,7.0,1.0,15.0,15.0,15.0
41,F,50.0,Casado,Profesor,Sector privado,Samsung S3,15.0,3.0,Si,7.0,4.0,15.0,15.0,4.0
108,M,30.0,Soltero,Profesor,Sector privado,Smartphone,5.0,3.0,Si,50.0,7.0,1.0,15.0,7.0
126,F,30.0,Soltero,Ingeniero,Institucion publica,Samsung,5.0,0.0,No,0.0,1.0,1.0,15.0,0.0
120,M,24.0,Soltero,Profesor,Sector privado,Iphone,5.0,3.0,Si,50.0,7.0,0.0,0.0,1.0
239,F,,Soltero,,Desempleados,VODEFONE SMART 6,5.0,3.0,Si,31.0,31.0,31.0,0.0,7.0
35,M,24.0,Soltero,Ingeniero,Sector privado,Samsung,5.0,0.0,Si,50.0,50.0,15.0,0.0,15.0
153,F,30.0,Casado,Ingeniero de software,Sector privado,,5.0,6.0,No,7.0,30.0,0.0,1.0,35.0
102,M,50.0,Casado,Profesor,Sector privado,Samsung,10.0,3.0,No,31.0,31.0,1.0,0.0,0.0
142,F,50.0,Soltero,Ingeniero,Institucion publica,Samsung,5.0,6.0,Si,0.0,7.0,1.0,15.0,0.0
244,M,45.0,Soltero,,Desempleados,Samsung,5.0,6.0,Si,0.0,7.0,0.0,0.0,1.0
165,F,24.0,Casado,Desempleados,Sector privado,Samsung,10.0,,No,50.0,0.0,15.0,0.0,0.0
163,M,40.0,Casado,Servidor publico,Sector privado,Iphone,5.0,6.0,No,,1.0,1.0,1.0,7.0
61,M,50.0,Soltero,Profesor,Institucion publica,General mobile,5.0,6.0,No,7.0,4.0,1.0,0.0,7.0
53,F,30.0,Soltero,Ingeniero de informacion,Institucion publica,LeNovo A7010,5.0,3.0,Si,,,31.0,0.0,30.0
24,F,30.0,,Servidor publico,Sector privado,Samsung,5.0,3.0,No,1.0,31.0,1.0,15.0,7.0
143,M,45.0,Casado,Desempleados,Sector privado,LeNovo S1 Lite,5.0,5.0,Si,50.0,31.0,0.0,0.0,0.0
192,F,40.0,Casado,Desempleados,Institucion publica,Samsung Note 4,10.0,3.0,Si,7.0,0.0,1.0,,1.0
84,M,35.0,Soltero,Servidor publico,Sector privado,VODEFONE SMART 6,5.0,3.0,Si,,50.0,1.0,0.0,15.0
94,F,30.0,Soltero,,Desempleados,0,10.0,3.0,Si,4.0,1.0,30.0,0.0,31.0
165,M,30.0,Casado,Servidor publico,Institucion publica,ASUS,10.0,4.0,Si,7.0,4.0,0.0,,1.0
184,M,30.0,Casado,Ingenieria en computacion,Sector privado,Iphone 6+,5.0,3.0,Si,,50.0,0.0,0.0,0.0
9,,30.0,Casado,Profesor,Sector privado,Iphone ,0.0,3.0,No,4.0,7.0,15.0,0.0,15.0
24,F,35.0,Soltero,Desempleados,Sector privado,Genaral Mobile,5.0,7.0,Si,1.0,1.0,1.0,1.0,7.0
228,F,30.0,Casado,Ingeniero,Sector privado,Iphone ,5.0,3.0,No,0.0,31.0,1.0,0.0,7.0
193,M,40.0,Casado,Profesor,Institucion publica,Iphone 6,5.0,3.0,Si,31.0,1.0,0.0,0.0,4.0
81,F,24.0,Casado,Ingeniero,Sector privado,LeNovo K5 Vibe,10.0,3.0,Si,31.0,31.0,31.0,0.0,0.0
69,F,30.0,Casado,Ingeniero,Institucion publica,,5.0,3.0,Si,50.0,31.0,1.0,15.0,0.0
