ID,Genero,AÃ±os,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
237,M,30.0,Casado,Ingeniero de software,Sector privado,LeNovo K5 Vibe,5.0,3.0,Si,7.0,30.0,1.0,1.0,4.0
58,F,30.0,Soltero,Ingeniero,Institucion publica,Iphone 6S+,5.0,6.0,Si,0.0,1.0,15.0,15.0,31.0
229,M,24.0,Casado,Desempleados,Institucion publica,LG G3,5.0,6.0,Si,30.0,7.0,0.0,0.0,0.0
23,F,30.0,Soltero,Profesor,Desempleados,Iphone 7,6.0,7.0,Si,31.0,0.0,1.0,0.0,31.0
84,F,30.0,Casado,Servidor publico,Institucion publica,Samsung,5.0,3.0,Si,1.0,50.0,1.0,0.0,15.0
248,F,45.0,Casado,Profesor,Institucion publica,Samsung,,3.0,Si,31.0,50.0,1.0,0.0,7.0
230,M,35.0,Casado,Desempleados,Institucion publica,Iphone  6,5.0,3.0,Si,31.0,50.0,31.0,0.0,31.0
195,M,30.0,Soltero,Servidor publico,Sector privado,Smartphone,10.0,7.0,Si,1.0,7.0,0.0,0.0,1.0
28,F,30.0,Casado,Profesor,Sector privado,Casper,5.0,4.0,Si,1.0,30.0,1.0,0.0,0.0
118,M,35.0,Soltero,,Sector privado,Iphone 6S+,10.0,3.0,Si,,0.0,1.0,,31.0
4,M,30.0,Casado,adquisitivo,Sector privado,Iphone,15.0,6.0,Si,0.0,0.0,0.0,0.0,0.0
188,M,35.0,Soltero,Profesor,Sector privado,Samsung Note 3,5.0,7.0,No,,31.0,1.0,0.0,1.0
51,M,30.0,Soltero,Profesor,Desempleados,LeNovo A7010,5.0,,No,30.0,7.0,1.0,0.0,35.0
141,M,24.0,Casado,AlumNo,Sector privado,Iphone 6,5.0,3.0,Si,31.0,31.0,15.0,15.0,0.0
165,F,30.0,Soltero,,Sector privado,Samsung Note 3,10.0,3.0,Si,1.0,0.0,15.0,0.0,7.0
228,M,35.0,Soltero,,Desempleados,Samsung,10.0,6.0,Si,31.0,31.0,1.0,15.0,0.0
130,F,30.0,Soltero,,Sector privado,Iphone,0.0,6.0,No,0.0,4.0,0.0,0.0,1.0
191,M,30.0,Casado,Ingeniero de informacion,Sector privado,Iphone 6+,10.0,6.0,Si,1.0,,1.0,15.0,15.0
108,F,,Casado,Ingeniero,Institucion publica,Iphone 6,10.0,6.0,No,30.0,31.0,1.0,15.0,31.0
83,M,50.0,Soltero,Ingeniero,Sector privado,Iphone,5.0,4.0,Si,31.0,50.0,0.0,15.0,4.0
167,F,35.0,Casado,Ingenieria en computacion,Institucion publica,Iphone 7,10.0,4.0,No,7.0,0.0,31.0,0.0,31.0
248,M,35.0,Casado,Servidor publico,Institucion publica,Iphone  5S,5.0,3.0,Si,1.0,4.0,0.0,0.0,1.0
223,M,30.0,Casado,Servidor publico,Institucion publica,Iphone 6,5.0,,Si,1.0,7.0,0.0,0.0,15.0
169,M,40.0,Casado,Ingeniero de informacion,Institucion publica,,5.0,0.0,Si,0.0,7.0,1.0,0.0,0.0
38,F,35.0,Casado,Servidor publico,Institucion publica,Samsung,10.0,6.0,No,31.0,4.0,31.0,0.0,31.0
13,F,40.0,Soltero,Ingeniero,Institucion publica,Iphone ,10.0,4.0,Si,7.0,,1.0,0.0,7.0
219,M,45.0,Soltero,Profesor,Institucion publica,Asus ZenFone,15.0,0.0,No,31.0,7.0,31.0,0.0,1.0
22,M,30.0,Soltero,Profesor,Sector privado,Samsung S6 EDGE,5.0,6.0,No,31.0,4.0,1.0,0.0,15.0
142,F,24.0,Soltero,Desempleados,Sector privado,,5.0,7.0,No,0.0,1.0,1.0,0.0,31.0
197,F,24.0,Casado,Ingenieria en computacion,Institucion publica,0,5.0,3.0,No,7.0,,0.0,15.0,0.0
87,,30.0,Soltero,Desempleados,Desempleados,Samsung S7,10.0,7.0,No,7.0,50.0,1.0,0.0,0.0
8,F,50.0,Soltero,Ingenieria en computacion,Sector privado,Samsung Note 2,5.0,0.0,Si,0.0,4.0,1.0,15.0,7.0
214,M,35.0,Casado,Profesor,Sector privado,Samsung  A6,5.0,6.0,Si,0.0,31.0,0.0,0.0,0.0
157,M,30.0,Soltero,,Selfemployed ,,5.0,3.0,Si,0.0,31.0,1.0,,0.0
193,F,30.0,Casado,,Institucion publica,Iphone ,,3.0,No,30.0,,1.0,0.0,1.0
8,M,30.0,Soltero,Servidor publico,Sector privado,Iphone ,5.0,3.0,No,0.0,50.0,31.0,,0.0
147,M,24.0,Soltero,Servidor publico,Sector privado,ASUS,5.0,3.0,No,31.0,50.0,15.0,31.0,31.0
139,M,30.0,Casado,Ingeniero de informacion,Institucion publica,Iphone  5S,0.0,6.0,No,7.0,0.0,0.0,0.0,1.0
140,M,30.0,Casado,Ingeniero de informacion,Sector privado,Iphone ,5.0,7.0,Si,30.0,50.0,0.0,0.0,0.0
238,M,30.0,Soltero,Ingeniero de software,Sector privado,Samsung,5.0,0.0,No,7.0,1.0,1.0,1.0,31.0
32,F,40.0,Casado,,Institucion publica,Iphone,5.0,0.0,No,,4.0,1.0,0.0,7.0
150,M,45.0,Soltero,Desempleados,Desempleados,Samsung,5.0,5.0,No,31.0,7.0,1.0,0.0,31.0
231,F,30.0,Casado,AlumNo,Sector privado,Samsung S6,0.0,0.0,No,4.0,,1.0,0.0,30.0
129,F,35.0,Casado,Profesor,Institucion publica,SONY,10.0,0.0,Si,31.0,31.0,0.0,0.0,1.0
120,F,24.0,Soltero,Ingeniero biomedico,Institucion publica,LG V10,10.0,0.0,No,7.0,7.0,1.0,0.0,15.0
231,M,30.0,Soltero,entrenador,Sector privado,Iphone 5S,15.0,6.0,Si,30.0,7.0,0.0,0.0,0.0
156,M,50.0,Soltero,Ingeniero,Sector privado,,5.0,3.0,No,31.0,50.0,1.0,0.0,35.0
18,F,35.0,Casado,Servidor publico,Institucion publica,Smartphone,10.0,3.0,Si,7.0,50.0,1.0,0.0,0.0
159,M,40.0,Soltero,Matematico,Sector privado,Samsung,0.0,4.0,Si,7.0,4.0,15.0,1.0,15.0
212,F,35.0,Casado,Ingenieria en computacion,Sector privado,Samsung Note 4,5.0,0.0,No,31.0,30.0,1.0,0.0,31.0
148,F,40.0,Casado,Servidor publico,Sector privado,Samsung s3,15.0,6.0,Si,31.0,,0.0,0.0,0.0
247,M,35.0,Soltero,,Institucion publica,Iphone 6,10.0,3.0,Si,50.0,4.0,1.0,0.0,31.0
60,F,35.0,Soltero,Servidor publico,Sector privado,Iphone 6S,0.0,3.0,Si,31.0,50.0,0.0,0.0,7.0
50,F,24.0,Casado,business intelligence developer,Institucion publica,Iphone ,5.0,6.0,Si,1.0,0.0,1.0,0.0,
215,F,30.0,Soltero,Ingenieria en computacion,Institucion publica,Iphone ,5.0,6.0,No,30.0,7.0,1.0,0.0,0.0
235,F,35.0,Soltero,Profesor,Sector privado,VODEFONE SMART 6,5.0,0.0,Si,1.0,0.0,0.0,0.0,30.0
109,F,24.0,Soltero,ArtesaNo,Sector privado,Iphone ,5.0,3.0,No,31.0,1.0,1.0,1.0,4.0
145,F,45.0,Casado,Servidor publico,Institucion publica,Huawei 6205,5.0,3.0,No,0.0,50.0,1.0,15.0,0.0
18,M,35.0,Soltero,Ingeniero de informacion,Sector privado,LG,0.0,4.0,Si,0.0,50.0,1.0,0.0,
65,F,40.0,Casado,Servidor publico,Institucion publica,,5.0,,Si,50.0,31.0,1.0,0.0,1.0
6,M,24.0,Casado,,Sector privado,Iphone ,,7.0,No,1.0,1.0,,1.0,7.0
227,F,,Casado,,Institucion publica,Samsung j,5.0,,Si,1.0,7.0,1.0,0.0,31.0
144,M,30.0,Casado,Psicologo,Institucion publica,Sony,10.0,6.0,No,0.0,7.0,15.0,15.0,7.0
18,M,30.0,Casado,,Institucion publica,,5.0,4.0,No,,4.0,15.0,0.0,0.0
181,M,30.0,Soltero,Ingeniero,Sector privado,Iphone ,10.0,6.0,No,30.0,0.0,1.0,0.0,31.0
247,M,50.0,Casado,Desempleados,Selfemployed ,,5.0,6.0,Si,1.0,7.0,1.0,0.0,31.0
81,M,45.0,Soltero,AlumNo,Sector privado,Iphone,10.0,0.0,Si,1.0,0.0,0.0,15.0,30.0
213,M,30.0,Casado,AlumNo,Institucion publica,Galaxy S4,10.0,3.0,No,0.0,7.0,1.0,0.0,0.0
61,M,30.0,Casado,Desempleados,Sector privado,Samsung  S3,5.0,0.0,Si,7.0,,1.0,0.0,15.0
23,M,30.0,Soltero,Ingeniero,Institucion publica,Samsung,5.0,3.0,Si,1.0,,1.0,0.0,0.0
183,F,30.0,Soltero,Ingeniero biomedico,Sector privado,Samsung,15.0,4.0,Si,31.0,7.0,1.0,0.0,0.0
116,F,45.0,Soltero,Profesor,Sector privado,0,5.0,5.0,Si,31.0,1.0,1.0,0.0,31.0
10,M,40.0,Casado,Ingenieria en computacion,Institucion publica,General mobile,10.0,3.0,Si,31.0,7.0,1.0,0.0,7.0
130,M,50.0,Casado,,Desempleados,SAMSUNG A5,15.0,3.0,No,,4.0,1.0,0.0,31.0
125,M,40.0,Casado,Ingenieria en computacion,Sector privado,Iphone ,10.0,6.0,No,4.0,7.0,1.0,0.0,7.0
95,M,50.0,Soltero,Profesor,Sector privado,Iphone,5.0,3.0,Si,31.0,30.0,1.0,0.0,4.0
73,F,45.0,,Profesor,Institucion publica,Asus,5.0,3.0,Si,30.0,0.0,0.0,15.0,0.0
1,F,40.0,Soltero,Profesor,Institucion publica,Iphone ,5.0,0.0,Si,31.0,30.0,1.0,15.0,0.0
10,,45.0,Soltero,Ingeniero,Sector privado,General mobile,10.0,4.0,No,31.0,7.0,1.0,1.0,35.0
19,F,40.0,Casado,Ingeniero de informacion,Sector privado,Sony,5.0,3.0,Si,31.0,7.0,31.0,0.0,31.0
94,M,45.0,Casado,Profesor,Institucion publica,LG,5.0,3.0,Si,,50.0,1.0,15.0,15.0
197,M,24.0,Soltero,,Sector privado,Iphone ,5.0,3.0,Si,1.0,1.0,1.0,15.0,15.0
174,,40.0,Soltero,AlumNo,Desempleados,Iphone ,5.0,6.0,Si,1.0,4.0,1.0,0.0,4.0
8,F,50.0,Soltero,Desempleados,Institucion publica,Iphone 5S,5.0,0.0,No,0.0,7.0,0.0,1.0,35.0
227,F,30.0,Soltero,Analista de informacion,Sector privado,Samsung,0.0,3.0,No,7.0,50.0,0.0,0.0,1.0
99,F,50.0,Soltero,,Sector privado,,5.0,6.0,No,,30.0,0.0,0.0,30.0
156,F,45.0,Casado,AlumNo,Sector privado,SAMSUNG A5,10.0,3.0,No,7.0,50.0,1.0,0.0,31.0
134,M,35.0,Casado,Trabajador,Institucion publica,Iphone 7,5.0,7.0,Si,1.0,50.0,31.0,0.0,0.0
31,F,30.0,Casado,Guia turistica,Sector privado,Xperia,0.0,3.0,No,50.0,7.0,0.0,0.0,0.0
76,,50.0,Soltero,Profesor,Institucion publica,HTC,10.0,,No,7.0,,31.0,0.0,15.0
109,M,50.0,Soltero,Desempleados,Institucion publica,Iphone,0.0,4.0,Si,7.0,7.0,1.0,31.0,7.0
7,F,45.0,Soltero,Profesor,Sector privado,Samsung S3,10.0,3.0,No,4.0,4.0,0.0,0.0,0.0
228,F,30.0,Casado,Ingeniero de software,Sector privado,Samsung,10.0,0.0,Si,0.0,30.0,0.0,0.0,7.0
59,M,45.0,Casado,entrenador,Institucion publica,SONY Z2,5.0,4.0,No,1.0,31.0,0.0,1.0,30.0
178,M,30.0,Casado,Servidor publico,Institucion publica,Iphone 7,5.0,3.0,Si,31.0,7.0,31.0,15.0,7.0
159,F,50.0,Casado,AlumNo,Sector privado,Smartphone,5.0,,Si,,50.0,0.0,15.0,15.0
224,M,30.0,Soltero,ArtesaNo,Sector privado,Samsung,5.0,3.0,Si,1.0,31.0,1.0,0.0,31.0
249,,30.0,Soltero,Profesor,Desempleados,Xiaomi mi 5,5.0,0.0,No,50.0,1.0,0.0,0.0,0.0
42,F,40.0,Soltero,Servidor publico,Institucion publica,Iphone ,10.0,4.0,Si,,31.0,15.0,0.0,0.0
194,M,40.0,Soltero,Desempleados,Sector privado,LG G3,5.0,0.0,No,7.0,7.0,1.0,0.0,0.0
8,M,40.0,Soltero,,Sector privado,,5.0,3.0,Si,1.0,7.0,1.0,15.0,4.0
68,F,30.0,Soltero,Profesor,Sector privado,Iphone,5.0,0.0,Si,1.0,31.0,15.0,0.0,0.0
67,M,30.0,Casado,Gerente,Institucion publica,Iphone 5,0.0,6.0,Si,7.0,,31.0,15.0,15.0
139,F,30.0,Soltero,Ingenieria en computacion,Institucion publica,Iphone 6,5.0,6.0,Si,1.0,7.0,1.0,0.0,7.0
143,,30.0,Casado,Ingeniero,Institucion publica,,5.0,3.0,No,31.0,,1.0,0.0,31.0
43,M,35.0,Casado,,Institucion publica,Asus,0.0,4.0,Si,1.0,,0.0,15.0,15.0
185,F,24.0,,Ingeniero,,Samsung S3,10.0,6.0,No,1.0,31.0,1.0,0.0,31.0
214,F,45.0,Casado,Ingeniero de informacion,Institucion publica,Smartphone,5.0,3.0,Si,31.0,4.0,0.0,0.0,30.0
173,M,35.0,Casado,,Institucion publica,Samsung,15.0,4.0,No,50.0,0.0,0.0,0.0,1.0
215,F,45.0,Soltero,Servidor publico,Institucion publica,Iphone 5S,5.0,4.0,Si,50.0,31.0,1.0,0.0,15.0
85,M,45.0,Soltero,,Desempleados,General mobile,10.0,0.0,No,,50.0,15.0,0.0,7.0
204,,24.0,Casado,Analista de informacion,Desempleados,LeNovo S1 Lite,10.0,3.0,No,0.0,7.0,1.0,0.0,0.0
106,M,45.0,Soltero,Profesor,Institucion publica,Samsung Note 3,5.0,7.0,Si,50.0,50.0,0.0,0.0,0.0
137,M,35.0,Casado,Profesor,Institucion publica,Iphone 5,5.0,6.0,No,31.0,0.0,0.0,15.0,1.0
146,M,30.0,,Desempleados,Sector privado,Samsung S6 EDGE,10.0,3.0,Si,30.0,4.0,31.0,0.0,1.0
215,M,45.0,Casado,,Sector privado,Nokia,15.0,4.0,No,31.0,,1.0,0.0,15.0
36,,35.0,Soltero,Retirado,Institucion publica,Samsung,5.0,3.0,Si,7.0,31.0,0.0,0.0,0.0
174,M,24.0,Casado,Ingenieria en computacion,Sector privado,Iphone 5S,5.0,3.0,Si,31.0,50.0,0.0,0.0,0.0
202,M,30.0,Casado,Ingenieria en computacion,Sector privado,Iphone 5S,10.0,3.0,Si,4.0,50.0,1.0,0.0,0.0
144,F,24.0,Soltero,Ingeniero,Sector privado,Iphone 5,0.0,3.0,No,31.0,30.0,1.0,1.0,0.0
127,M,30.0,Casado,AlumNo,Desempleados,Iphone ,10.0,3.0,No,,7.0,15.0,0.0,31.0
32,M,30.0,,Profesor,Sector privado,LG G3,15.0,3.0,No,50.0,30.0,1.0,0.0,0.0
220,M,40.0,Soltero,Retirado,Institucion publica,Iphone 5S,5.0,3.0,Si,0.0,31.0,1.0,0.0,1.0
5,M,40.0,Casado,AlumNo,Selfemployed ,Smartphone,15.0,6.0,Si,7.0,7.0,31.0,0.0,15.0
247,F,35.0,Soltero,Servidor publico,Institucion publica,Samsung S6,5.0,3.0,Si,7.0,1.0,0.0,0.0,31.0
74,F,50.0,Soltero,Ingeniero de informacion,Sector privado,Iphone 5S,0.0,5.0,Si,30.0,1.0,15.0,15.0,0.0
188,F,24.0,Soltero,,Institucion publica,Iphone ,5.0,3.0,Si,31.0,0.0,31.0,1.0,31.0
105,F,30.0,Soltero,Ingeniero de informacion,Sector privado,Genaral Mobile,5.0,6.0,Si,4.0,30.0,1.0,15.0,15.0
201,F,35.0,Soltero,business intelligence developer,Sector privado,Samsung Note 2,10.0,6.0,Si,0.0,7.0,1.0,0.0,0.0
170,,35.0,Soltero,adquisitivo,Sector privado,Samsung,5.0,,No,0.0,7.0,1.0,0.0,0.0
107,M,45.0,Casado,Guia turistica,Sector privado,Samsung,5.0,3.0,Si,7.0,7.0,0.0,15.0,31.0
18,F,30.0,Soltero,,Sector privado,Samsung,10.0,,Si,50.0,0.0,15.0,0.0,0.0
116,F,30.0,Casado,Profesor,Institucion publica,Samsung j5,10.0,6.0,No,31.0,7.0,1.0,15.0,4.0
79,M,30.0,Casado,Profesor,,Iphone 6,5.0,6.0,Si,1.0,31.0,1.0,0.0,1.0
238,F,50.0,Casado,adquisitivo,Institucion publica,Samsung Note 3,5.0,6.0,Si,7.0,7.0,0.0,0.0,31.0
239,M,30.0,Casado,Enfermera,Desempleados,Nokia E5,5.0,3.0,No,7.0,50.0,1.0,0.0,0.0
219,F,45.0,Casado,Ingeniero electronico,Sector privado,Samsung A5,15.0,3.0,Si,,31.0,1.0,0.0,7.0
213,M,35.0,Soltero,Ingenieria en computacion,Selfemployed ,Iphone 5S,5.0,3.0,Si,7.0,31.0,31.0,0.0,1.0
209,M,30.0,Soltero,Ingenieria en computacion,Institucion publica,Sony,5.0,3.0,Si,0.0,50.0,1.0,0.0,4.0
222,M,35.0,Soltero,Profesor,Institucion publica,Samsung S7+,5.0,3.0,Si,31.0,1.0,0.0,0.0,0.0
241,M,24.0,Casado,Ingeniero,Desempleados,,5.0,3.0,Si,31.0,4.0,15.0,0.0,
83,F,24.0,Soltero,,Sector privado,Iphone,0.0,3.0,Si,1.0,50.0,1.0,15.0,0.0
202,M,35.0,Casado,AlumNo,Sector privado,Samsung Note 3,10.0,3.0,No,7.0,31.0,0.0,0.0,30.0
16,M,30.0,Casado,ArtesaNo,Institucion publica,Iphone S5,5.0,5.0,No,4.0,1.0,1.0,0.0,1.0
108,M,30.0,Casado,,Institucion publica,Samsung A5,5.0,7.0,Si,7.0,31.0,31.0,0.0,7.0
165,M,24.0,Soltero,Retirado,Desempleados,,15.0,0.0,No,7.0,50.0,1.0,0.0,30.0
114,F,30.0,Soltero,Ingeniero electrico,Sector privado,Casper,5.0,,Si,7.0,1.0,0.0,0.0,0.0
142,M,30.0,Soltero,,Sector privado,Samsung j,5.0,6.0,No,7.0,1.0,1.0,0.0,0.0
242,M,40.0,Casado,Interprete,Institucion publica,Iphone,10.0,3.0,No,0.0,0.0,1.0,15.0,31.0
48,M,30.0,Soltero,AlumNo,Sector privado,Samsung,0.0,3.0,Si,31.0,31.0,1.0,15.0,4.0
184,M,30.0,,Ingeniero de software,Sector privado,Samsung s3,10.0,0.0,No,7.0,50.0,1.0,0.0,7.0
24,F,30.0,Soltero,Ingeniero electronico,Institucion publica,Iphone 5S,5.0,3.0,Si,30.0,7.0,0.0,0.0,7.0
79,M,,Casado,Medico,Sector privado,Samsung Note 3,5.0,4.0,No,7.0,50.0,15.0,0.0,15.0
215,M,35.0,Casado,Trabajador,Sector privado,Iphone,5.0,3.0,Si,1.0,,1.0,0.0,0.0
164,M,35.0,Casado,AlumNo,Sector privado,Iphone,0.0,4.0,Si,0.0,0.0,31.0,0.0,0.0
239,M,40.0,Soltero,entrenador,Institucion publica,LeNovo S1 Lite,0.0,0.0,Si,7.0,,1.0,0.0,35.0
111,M,30.0,Casado,Ingeniero,Institucion publica,Iphone 6,5.0,,Si,7.0,,1.0,0.0,31.0
79,M,40.0,Casado,Ingeniero electronico,Institucion publica,Samsung,10.0,3.0,Si,7.0,1.0,1.0,0.0,15.0
227,F,24.0,Casado,Profesor,Sector privado,Iphone ,5.0,4.0,Si,7.0,30.0,0.0,0.0,15.0
49,M,35.0,Soltero,Desempleados,Sector privado,,10.0,3.0,Si,0.0,4.0,0.0,0.0,1.0
160,M,30.0,Casado,Profesor,Institucion publica,Iphone ,5.0,3.0,Si,4.0,31.0,1.0,0.0,4.0
147,F,35.0,Casado,Ingeniero de maquinaria,Institucion publica,Iphone 5S,10.0,3.0,No,1.0,50.0,1.0,0.0,31.0
249,F,30.0,Casado,Ingeniero biomedico,Sector privado,Iphone,5.0,0.0,Si,1.0,0.0,0.0,0.0,4.0
45,M,50.0,,Ingeniero,Sector privado,Samsung  A6,5.0,3.0,Si,4.0,1.0,0.0,15.0,1.0
118,M,35.0,Soltero,Desempleados,Sector privado,LG,5.0,0.0,Si,31.0,7.0,0.0,0.0,30.0
58,M,35.0,Soltero,Servidor publico,Sector privado,LG G2,15.0,3.0,No,31.0,50.0,0.0,0.0,31.0
64,M,30.0,Soltero,Servidor publico,Selfemployed ,Samsung,5.0,6.0,No,4.0,1.0,31.0,0.0,0.0
229,M,35.0,Soltero,Servidor publico,Sector privado,Iphone ,10.0,4.0,Si,30.0,1.0,15.0,15.0,0.0
87,F,30.0,Casado,Ingeniero,Sector privado,LG V10,5.0,3.0,Si,4.0,31.0,0.0,0.0,35.0
2,F,30.0,Soltero,,Sector privado,LG G3,0.0,7.0,Si,1.0,0.0,1.0,0.0,1.0
100,,35.0,Casado,Ingeniero,Institucion publica,Asus,0.0,3.0,Si,31.0,7.0,15.0,0.0,7.0
44,F,30.0,Soltero,,Desempleados,Samsung A5,5.0,3.0,No,,,1.0,0.0,15.0
145,F,30.0,Soltero,Profesor,Sector privado,,5.0,0.0,No,7.0,0.0,15.0,0.0,15.0
119,M,30.0,Soltero,Director,Institucion publica,Smartphone,0.0,,Si,30.0,1.0,1.0,1.0,7.0
172,F,30.0,Casado,Ingenieria en computacion,Sector privado,LG,5.0,3.0,No,30.0,,4.0,0.0,31.0
2,F,40.0,Casado,Profesor,Sector privado,Samsung  S3,5.0,3.0,Si,31.0,,0.0,0.0,15.0
64,M,40.0,Soltero,Desempleados,Institucion publica,Iphone 5,10.0,3.0,No,,31.0,1.0,0.0,1.0
130,F,,Casado,Enfermera,Sector privado,Samsung S6 EDGE,5.0,3.0,Si,50.0,7.0,31.0,0.0,0.0
110,F,35.0,Soltero,Servidor publico,Sector privado,Iphone 5,10.0,0.0,No,0.0,1.0,1.0,0.0,31.0
49,M,30.0,Soltero,,Desempleados,ASUS,5.0,6.0,Si,4.0,30.0,31.0,0.0,15.0
62,M,35.0,Casado,Servidor publico,Sector privado,Iphone 5S,5.0,3.0,No,4.0,50.0,1.0,0.0,0.0
1,M,30.0,Soltero,adquisitivo,Sector privado,Smartphone,5.0,4.0,No,0.0,31.0,0.0,0.0,4.0
80,F,30.0,Casado,,Institucion publica,Asus,5.0,,Si,50.0,0.0,1.0,0.0,30.0
79,F,24.0,Casado,,Sector privado,SONY XPER?A 75,5.0,3.0,Si,31.0,31.0,1.0,0.0,0.0
31,M,24.0,Casado,Ingenieria en computacion,Sector privado,Smartphone,10.0,6.0,No,31.0,1.0,0.0,15.0,7.0
58,M,24.0,Soltero,AlumNo,Sector privado,LG V10,5.0,,Si,30.0,50.0,0.0,0.0,31.0
10,F,35.0,Casado,Servidor publico,Sector privado,Iphone 5,5.0,4.0,No,7.0,7.0,0.0,0.0,15.0
10,M,24.0,Casado,Retirado,Institucion publica,,,0.0,Si,31.0,,0.0,0.0,1.0
71,M,50.0,Casado,Servidor publico,Institucion publica,Casper,5.0,,Si,7.0,4.0,1.0,0.0,0.0
6,M,24.0,Casado,Servidor publico,Sector privado,Nokia,10.0,3.0,Si,,30.0,1.0,0.0,4.0
36,F,50.0,Casado,Analista de informacion,Institucion publica,Iphone,10.0,6.0,No,0.0,7.0,1.0,1.0,0.0
101,F,40.0,Soltero,,Sector privado,ASUS,10.0,6.0,Si,4.0,7.0,1.0,0.0,7.0
3,M,35.0,Soltero,AlumNo,Institucion publica,,5.0,3.0,Si,7.0,1.0,31.0,0.0,15.0
224,F,24.0,Casado,,Sector privado,Samsung S3,10.0,7.0,Si,0.0,,31.0,0.0,1.0
19,M,50.0,Casado,Ingeniero electronico,,Samsung  S3,5.0,6.0,No,31.0,30.0,1.0,0.0,4.0
196,M,35.0,Soltero,Ingeniero,Sector privado,Iphone ,5.0,6.0,No,31.0,0.0,1.0,0.0,0.0
226,M,45.0,Casado,Ingeniero de software,Sector privado,Iphone ,5.0,0.0,Si,1.0,4.0,1.0,0.0,0.0
235,M,35.0,Casado,AlumNo,Sector privado,L G,5.0,,Si,0.0,50.0,0.0,1.0,31.0
118,F,30.0,Soltero,Desempleados,Institucion publica,Samsung  S3,5.0,0.0,Si,,4.0,31.0,0.0,31.0
113,M,50.0,Soltero,Servidor publico,Sector privado,LG,5.0,5.0,Si,31.0,1.0,1.0,0.0,15.0
16,,24.0,Casado,AlumNo,Institucion publica,Samsung,5.0,3.0,Si,7.0,0.0,15.0,1.0,31.0
106,M,45.0,Casado,Servidor publico,Selfemployed ,Samsung S7,,3.0,No,0.0,1.0,1.0,1.0,0.0
